Platform,Year,Genre,Publisher,Global Sales
3,23,10,3,High
5,23,10,3,High
3,25,4,3,High
6,10,3,8,High
11,17,1,7,High
1,14,4,65,High
2,20,3,4,High
6,11,3,151,High
5,25,2,1,High
7,22,4,9,High
5,26,1,15,High
4,24,2,1,High
2,20,4,31,High
3,21,5,15,High
3,23,7,16,High
10,16,3,6,High
2,22,1,2,High
11,13,2,1,High
2,21,10,6,High
9,16,5,2,High
2,20,12,44,High
2,18,5,7,High
1,16,2,5,High
1,15,2,9,High
12,23,4,7,High
1,18,8,2,High
6,13,2,2,High
14,28,1,15,High
5,24,1,16,High
20,1,8,151,High
2,20,4,5,High
1,15,8,23,High
1,15,10,8,High
4,20,4,3,High
1,17,1,23,High
8,27,5,1,High
18,10,6,9,High
2,21,12,117,High
1,13,5,3,High
6,8,6,86,High
1,17,2,1,High
4,20,1,6,High
1,16,3,8,High
3,25,4,28,High
7,22,4,14,High
1,15,1,17,High
1,16,2,1,High
6,12,7,1,High
1,16,5,102,High
9,16,3,9,High
2,18,4,9,High
2,21,9,1,High
1,15,2,18,High
6,11,8,17,High
1,20,7,1,High
9,16,2,18,High
6,8,3,8,High
19,27,1,15,High
5,23,3,15,High
16,5,2,32,High
16,6,11,13,High
16,5,2,13,High
9,17,1,4,High
3,22,3,8,High
19,27,8,7,High
9,17,7,1,High
7,23,2,1,High
9,17,5,1,High
8,23,1,15,High
1,16,8,1,High
9,14,1,81,High
1,17,2,8,High
19,24,7,9,High
15,12,1,2,High
4,20,9,19,High
7,19,5,4,High
11,16,4,2,High
4,22,6,16,High
2,22,9,1,High
6,9,11,43,High
3,23,5,1,High
5,21,5,15,High
5,22,2,1,High
3,19,7,6,High
2,19,3,63,High
7,21,7,24,High
1,13,1,10,High
11,14,1,1,High
1,17,7,6,High
1,17,1,10,High
13,25,1,15,High
16,6,2,3,High
4,20,1,10,High
3,25,5,2,High
2,21,12,7,High
17,26,3,4,High
7,19,1,5,High
15,11,7,1,High
15,8,2,7,High
6,12,3,151,High
1,15,5,2,High
10,17,2,7,High
23,11,9,9,High
2,20,1,15,High
6,11,6,5,High
4,18,7,4,High
1,18,4,3,High
2,20,4,16,High
2,21,3,4,High
4,21,10,7,High
7,18,10,1,High
1,19,1,9,High
6,13,4,151,High
5,19,2,1,High
6,13,5,8,High
2,21,5,29,High
1,14,1,5,High
1,17,12,1,High
9,14,2,1,High
3,20,1,151,High
3,20,2,1,High
3,23,4,151,High
6,12,10,18,High
21,5,8,11,High
6,11,1,40,High
12,26,4,14,High
6,10,10,11,High
4,20,1,10,High
5,21,9,19,High
13,24,1,8,High
3,19,1,6,High
4,22,3,16,High
3,20,1,2,High
1,12,2,1,High
1,15,2,9,High
1,18,1,17,High
4,19,1,6,High
1,15,5,1,High
9,17,5,2,High
10,17,6,16,High
3,19,1,8,High
3,18,2,1,High
1,17,1,6,High
6,11,11,43,High
2,18,3,7,High
1,17,2,1,High
10,14,2,2,High
10,16,1,1,High
2,19,3,4,High
6,11,5,8,High
8,18,9,1,High
2,20,1,9,High
9,14,2,9,High
6,13,2,1,High
1,14,3,8,High
4,19,3,4,High
1,14,1,17,High
8,21,4,1,High
5,25,10,3,High
1,13,3,8,High
17,26,1,15,High
7,22,4,14,High
3,22,1,4,High
6,8,2,5,High
2,21,12,4,High
1,14,7,76,High
8,27,11,2,High
5,24,2,1,High
7,21,10,3,High
5,21,1,1,High
14,26,4,14,High
4,21,2,5,High
5,23,5,2,High
2,20,3,7,High
11,15,2,1,High
1,15,2,5,High
1,12,4,6,High
6,9,2,64,High
7,18,2,1,High
4,20,2,9,High
4,19,11,7,High
7,16,1,13,High
10,17,3,6,High
5,21,10,3,High
15,11,3,6,High
21,1,8,7,High
15,11,2,5,High
5,22,2,10,High
2,21,1,2,High
3,22,5,2,High
4,18,8,6,High
3,20,1,4,High
9,15,2,1,High
6,8,11,33,High
10,14,8,6,High
5,18,10,6,High
1,18,9,3,High
3,22,11,4,High
3,20,4,14,High
7,19,7,12,High
19,27,1,15,High
2,19,12,7,High
7,19,4,14,High
1,18,2,1,High
7,21,1,1,High
17,28,1,20,High
4,22,1,10,High
9,16,3,34,High
1,19,2,10,High
23,12,4,43,High
5,18,7,1,High
14,27,1,1,High
8,20,9,117,High
10,16,10,12,High
8,24,1,35,High
2,19,9,6,High
9,16,2,18,High
1,16,1,5,High
20,1,5,2,High
1,17,3,11,High
17,27,3,2,High
3,26,5,35,High
1,14,3,40,High
2,21,6,105,High
6,9,2,8,High
10,16,1,6,High
5,24,7,24,High
5,20,2,1,High
1,18,7,9,High
1,15,8,15,High
20,1,1,12,High
5,23,6,1,High
5,23,1,5,High
3,18,2,1,High
9,15,7,10,High
3,21,4,28,High
3,23,4,11,High
2,17,10,12,High
11,18,6,6,High
6,13,3,6,High
1,13,1,81,High
1,18,1,17,High
1,20,3,16,High
20,1,5,2,High
1,14,3,2,High
1,20,8,23,High
5,27,2,10,High
5,26,1,15,High
4,22,9,19,High
4,19,3,1,High
12,24,3,14,High
3,23,10,28,High
4,18,2,1,High
15,12,1,6,High
5,19,9,5,High
1,14,9,2,High
10,13,4,7,High
4,23,3,7,High
1,16,11,33,High
2,22,6,16,High
5,19,2,1,High
2,16,1,2,High
6,7,2,79,High
9,16,10,13,High
6,9,4,86,High
13,25,2,1,High
1,14,5,29,High
3,21,1,1,High
1,16,1,6,High
5,25,1,5,High
1,22,2,1,High
5,24,2,10,High
17,26,5,9,High
2,20,3,4,High
1,16,4,11,High
5,23,7,16,High
4,21,7,2,High
11,16,2,2,High
1,15,7,6,High
16,8,2,3,High
3,20,1,3,High
1,17,1,2,High
10,13,8,4,High
1,20,11,3,High
6,8,4,8,High
1,19,1,17,High
1,17,1,2,High
3,24,1,16,High
1,14,5,40,High
5,26,1,35,High
20,1,2,12,High
1,19,8,6,High
20,1,1,12,High
20,1,1,151,High
12,23,7,3,High
4,19,7,6,High
5,23,1,3,High
12,23,1,11,High
12,23,1,9,High
5,18,2,2,High
10,16,2,2,High
3,23,7,8,High
20,1,2,2,High
3,27,1,14,High
13,26,1,15,High
1,17,1,12,High
5,22,5,14,High
5,24,1,15,High
11,14,10,6,High
12,25,8,9,High
10,15,1,6,High
9,16,5,1,High
4,20,6,146,High
2,18,8,6,High
11,15,9,1,High
1,17,4,14,High
2,20,2,1,High
1,18,5,3,High
16,5,12,7,High
9,18,1,23,High
4,21,5,2,High
12,26,3,7,High
15,9,2,1,High
5,20,10,12,High
2,22,1,2,High
8,22,5,1,High
5,24,5,35,High
18,9,2,9,High
3,25,1,19,High
1,16,2,12,High
1,21,7,8,High
1,15,2,81,High
12,24,1,16,High
2,25,1,15,High
1,15,3,3,High
5,20,6,12,High
6,13,10,12,High
1,21,5,2,High
7,20,2,9,High
8,20,5,96,High
11,13,7,21,High
1,15,7,18,High
3,26,7,24,High
9,14,1,3,High
4,21,2,135,High
6,11,1,151,High
2,20,6,4,High
12,23,7,4,High
1,13,3,32,High
12,23,1,7,High
1,17,4,3,High
16,7,9,6,High
2,19,1,23,High
8,20,1,4,High
3,27,5,1,High
4,19,1,1,High
2,20,3,4,High
3,21,5,15,High
13,24,7,9,High
5,19,3,20,High
4,21,5,1,High
2,19,12,4,High
1,19,1,2,High
13,24,1,5,High
2,18,4,7,High
10,17,1,2,High
4,21,2,3,High
4,19,9,1,High
12,26,2,7,High
10,16,7,27,High
6,11,4,5,High
9,16,2,1,High
4,21,1,5,High
20,1,5,12,High
16,3,6,5,High
5,20,3,20,High
5,20,5,22,High
5,22,5,2,High
1,15,3,12,High
1,18,1,6,High
6,11,10,21,High
4,20,3,125,High
5,18,2,1,High
6,10,10,2,High
8,26,1,151,High
7,21,3,50,High
2,22,6,11,High
5,20,8,23,High
7,22,2,1,High
1,15,9,29,High
2,20,1,10,High
15,10,2,21,High
15,11,9,151,High
1,20,2,1,High
1,19,9,6,High
19,24,1,1,High
2,17,9,31,High
6,11,7,2,High
8,26,9,9,High
1,12,11,1,High
4,22,7,1,High
19,27,1,2,High
5,20,9,20,High
2,23,1,10,High
4,22,1,7,High
6,11,2,122,High
4,19,8,2,High
10,13,7,151,High
3,19,1,13,High
4,20,1,17,High
2,21,4,14,High
5,26,4,20,High
9,17,2,1,High
5,18,2,1,High
1,21,1,6,High
20,1,7,2,High
4,20,7,147,High
4,20,9,1,High
1,14,7,39,High
2,21,7,6,High
4,20,7,4,High
1,12,12,8,High
20,1,1,2,High
6,8,5,21,High
15,10,2,1,High
12,27,4,7,High
3,20,5,22,High
5,20,5,18,High
1,14,10,2,High
5,24,10,11,High
1,18,1,1,High
4,21,7,1,High
2,18,1,4,High
5,22,4,1,High
16,7,12,151,High
6,12,1,18,High
2,17,8,5,High
3,26,10,3,High
3,25,1,2,High
6,7,1,61,High
1,13,1,8,High
3,24,1,5,High
5,26,2,1,High
4,22,10,6,High
4,23,4,14,High
1,12,10,44,High
4,20,9,4,High
19,26,1,15,High
10,14,8,7,High
1,18,4,14,High
1,14,7,6,High
5,19,4,20,High
13,24,1,1,High
13,23,2,9,High
8,21,11,6,High
7,19,7,9,High
2,22,1,69,High
2,19,8,2,High
3,27,1,16,High
1,17,7,18,High
15,10,8,7,High
15,9,7,95,High
15,10,4,5,High
6,11,3,142,High
15,9,5,18,High
4,21,12,1,High
8,22,9,1,High
5,17,10,13,High
20,1,1,2,High
5,23,1,9,High
4,21,8,16,High
1,18,2,18,High
9,18,7,1,High
17,27,2,1,High
8,23,2,1,High
6,11,3,24,High
2,19,1,2,High
5,25,2,10,High
16,7,3,32,High
1,17,2,5,High
8,23,9,1,High
1,21,7,6,High
1,15,7,24,High
5,26,2,1,High
10,18,6,16,High
1,17,3,2,High
12,24,4,69,High
6,8,2,1,High
4,22,3,59,High
10,17,1,4,High
3,23,7,6,High
2,20,1,11,High
2,19,12,39,High
1,16,10,12,High
11,17,3,7,High
11,16,1,5,High
2,19,2,4,High
1,14,2,2,High
1,19,6,5,High
2,20,8,23,High
10,13,5,6,High
3,19,7,6,High
10,16,12,7,High
9,17,5,6,High
10,14,3,40,High
4,23,3,151,High
6,11,2,4,High
4,19,1,23,High
3,23,5,15,High
10,17,8,16,High
1,14,1,151,High
7,19,5,8,High
16,4,2,3,High
1,13,11,6,High
16,5,8,3,High
10,14,8,2,High
8,26,5,35,High
3,23,5,6,High
10,16,8,6,High
12,24,1,7,High
2,20,11,10,High
7,18,7,8,High
2,20,8,10,High
1,19,3,8,High
1,17,5,4,High
4,22,2,5,High
2,23,1,2,High
1,17,10,12,High
10,13,8,6,High
3,20,8,23,High
6,11,7,18,High
7,18,5,4,High
2,20,6,6,High
12,28,1,7,High
6,8,2,8,High
5,25,1,2,High
1,17,5,4,High
3,23,2,9,High
17,26,2,1,High
20,1,1,12,High
1,14,1,8,High
1,15,3,8,High
10,13,1,6,High
10,15,7,23,High
3,21,1,29,High
3,27,9,98,High
2,18,10,9,High
4,23,2,1,High
2,21,3,15,High
17,27,1,15,High
2,23,3,6,High
1,21,8,8,High
1,14,3,32,High
5,20,11,1,High
7,18,1,17,High
5,27,1,2,High
5,19,1,9,High
6,12,7,2,High
4,22,1,15,High
13,27,4,3,High
6,11,10,37,High
1,17,5,151,High
7,19,7,1,High
5,18,2,1,High
5,21,7,4,High
16,6,5,90,High
1,14,4,12,High
5,25,8,4,High
10,15,4,7,High
3,22,4,13,High
4,21,6,2,High
12,27,12,7,High
5,22,1,1,High
9,15,2,20,High
4,22,3,16,High
6,7,9,8,High
4,19,1,16,High
3,23,5,6,High
3,23,3,8,High
13,27,3,28,High
3,21,4,3,High
17,26,1,14,High
7,21,1,120,High
10,17,8,6,High
13,25,4,3,High
6,11,5,12,High
12,26,1,15,High
4,19,6,2,High
16,8,2,5,High
14,26,6,74,High
1,17,2,5,High
11,15,1,12,High
4,20,8,23,High
9,16,7,1,High
16,7,2,151,High
2,19,12,30,High
11,14,4,40,High
2,24,3,2,High
1,14,1,58,High
13,24,5,8,High
4,24,2,10,High
12,23,10,120,High
2,20,3,4,High
1,18,2,1,High
8,26,1,4,High
4,20,3,5,High
5,23,2,10,High
5,20,5,2,High
20,1,12,2,High
6,10,2,122,High
1,17,5,18,High
6,10,2,3,High
5,19,7,9,High
1,16,2,1,High
5,20,10,18,High
9,15,5,2,High
4,19,11,29,High
20,1,9,12,High
3,22,1,2,High
5,23,5,15,High
2,19,3,4,High
14,28,5,1,High
4,21,3,50,High
3,27,2,5,High
6,10,1,2,High
2,21,1,2,High
4,21,2,5,High
10,16,3,5,High
3,21,3,8,High
13,25,4,3,High
4,21,1,7,High
1,13,2,5,High
14,27,1,3,High
1,15,1,6,High
16,5,10,108,High
15,10,1,46,High
15,12,12,7,High
3,20,4,12,High
4,21,9,5,High
12,26,2,1,High
4,19,9,4,High
2,19,1,2,High
10,13,10,40,High
1,18,4,13,High
6,7,4,36,High
2,21,3,2,High
5,24,10,3,High
10,16,7,6,High
5,20,1,9,High
6,7,1,3,High
1,21,3,8,High
7,22,5,8,High
6,11,4,151,High
1,20,3,16,High
5,21,2,1,High
1,16,1,13,High
3,19,2,2,High
6,6,2,8,High
9,17,10,6,High
5,22,2,19,High
7,19,11,6,High
11,16,2,1,High
20,1,5,12,High
11,16,10,6,High
2,17,1,14,High
9,15,7,21,High
6,12,7,17,High
1,14,7,1,High
6,8,4,5,High
19,27,2,7,High
4,20,2,1,High
20,1,1,151,High
1,16,1,6,High
10,16,2,7,High
7,20,8,23,High
4,21,3,5,High
2,21,9,19,High
17,25,3,4,High
1,16,3,5,High
3,25,5,19,High
1,18,2,53,High
1,17,3,8,High
9,17,2,5,High
15,11,2,1,High
1,16,1,5,High
1,17,3,6,High
5,27,1,16,High
2,21,12,15,High
1,14,6,23,High
19,27,1,16,High
1,16,1,2,High
9,17,4,2,High
4,21,3,3,High
5,24,1,2,High
3,25,1,26,High
2,16,9,1,High
1,15,1,1,High
9,18,1,1,High
5,25,1,11,High
17,28,5,1,High
6,8,2,3,High
9,14,2,1,High
1,17,5,1,High
4,21,1,16,High
4,21,1,22,High
9,17,1,23,High
10,15,8,7,High
6,9,5,151,High
5,23,7,1,High
6,11,7,43,High
3,24,1,13,High
5,23,5,4,High
9,18,1,29,High
4,20,3,4,High
2,19,3,4,High
5,19,5,10,High
1,17,5,3,High
6,12,12,3,High
6,8,4,151,High
16,8,12,32,High
21,3,12,32,High
15,9,5,46,High
4,21,5,7,High
4,21,3,151,High
3,22,1,19,High
11,17,3,6,High
1,19,11,33,High
6,13,1,56,High
2,19,9,4,High
2,19,9,2,High
7,21,11,5,High
9,16,7,6,High
1,14,2,5,High
6,12,2,8,High
11,16,10,94,High
2,22,1,6,High
11,15,8,7,High
10,15,1,6,High
1,15,3,3,High
2,22,2,112,High
3,24,3,4,High
11,14,5,17,High
10,15,1,30,High
5,24,1,11,High
11,14,6,7,High
10,16,1,6,High
1,17,10,12,High
1,21,3,8,High
18,8,6,9,High
4,19,8,6,High
1,17,1,3,High
2,22,9,5,High
1,14,2,18,High
4,23,3,4,High
1,19,1,6,High
7,19,10,12,High
2,18,12,7,High
9,14,9,2,High
4,21,2,112,High
10,16,6,7,High
3,22,4,9,High
12,23,12,151,High
2,21,3,10,High
1,15,1,8,High
15,13,2,1,High
10,16,7,1,High
1,20,1,2,High
6,13,5,10,High
9,13,2,1,High
10,17,9,6,High
8,25,2,1,High
1,17,1,16,High
14,26,7,4,High
2,22,3,6,High
18,8,8,9,High
9,15,2,1,High
8,28,5,2,High
17,27,3,151,High
4,22,2,1,High
1,15,1,1,High
19,28,3,20,High
6,13,2,8,High
14,26,1,14,High
1,12,5,17,High
20,1,1,2,High
1,16,4,3,High
2,21,4,31,High
10,14,8,58,High
10,15,8,11,High
16,6,9,65,High
4,22,2,1,High
3,22,4,28,High
5,24,5,10,High
1,21,1,12,High
1,15,1,64,High
4,22,1,2,High
5,19,11,1,High
15,10,7,18,High
15,9,8,7,High
8,24,5,10,High
2,20,9,4,High
2,18,8,5,High
1,16,2,8,High
4,25,2,1,High
1,15,4,151,High
6,8,2,8,High
2,21,6,92,High
1,13,9,3,High
3,24,9,5,High
3,19,1,1,High
7,18,4,4,High
1,20,3,1,High
1,18,4,14,High
8,18,9,20,High
17,26,1,15,High
11,14,2,1,High
4,21,7,1,High
5,20,3,16,High
10,14,2,12,High
19,24,5,2,High
3,22,1,16,High
9,15,3,18,High
2,21,5,2,High
4,19,9,4,High
2,23,1,4,High
1,21,1,2,High
6,9,2,122,High
14,26,1,2,High
1,17,3,9,High
7,19,1,16,High
7,18,7,6,High
2,18,1,22,High
18,9,4,9,High
7,23,11,33,High
11,14,2,1,High
2,21,1,22,High
7,21,1,22,High
2,20,4,14,High
1,19,8,23,High
10,13,4,11,High
3,21,3,15,High
1,18,5,17,High
1,17,2,10,High
11,15,5,1,High
9,15,9,1,High
5,21,3,2,High
1,15,6,8,High
6,11,6,8,High
16,3,1,3,High
6,10,1,61,High
12,25,4,31,High
11,17,2,2,High
5,23,2,10,High
10,16,8,7,High
2,20,8,23,High
4,19,5,1,High
7,19,11,5,High
6,9,9,61,High
1,15,2,21,High
6,15,2,151,High
13,24,4,129,High
2,22,1,1,High
2,18,9,4,High
2,21,1,6,High
6,13,7,1,High
18,9,4,151,High
9,16,2,52,High
10,17,3,5,High
1,15,7,6,High
1,19,1,6,High
1,14,1,12,High
4,19,8,9,High
1,16,7,27,High
5,22,5,9,High
10,16,1,4,High
2,21,10,6,High
10,16,8,2,High
6,10,7,151,High
7,17,2,1,High
6,11,4,8,High
2,19,3,151,High
7,20,10,3,High
9,14,7,12,High
1,16,2,5,High
2,22,6,11,High
1,15,1,6,High
15,10,7,18,High
15,12,2,18,High
15,13,12,7,High
15,11,2,5,High
15,12,5,56,High
11,16,5,1,High
3,22,3,50,High
14,27,1,35,High
1,20,2,8,High
17,26,1,16,High
9,16,9,5,High
11,16,8,11,High
5,18,9,4,High
16,7,2,3,High
1,20,2,2,High
2,22,3,3,High
11,17,1,1,High
4,21,6,151,High
1,19,11,29,High
2,21,9,4,High
5,17,1,9,High
6,13,1,11,High
4,20,7,2,High
1,14,5,81,High
11,17,12,9,High
1,17,1,5,High
3,22,1,4,High
2,20,9,31,High
6,10,2,5,High
10,13,8,6,High
9,18,5,1,High
4,19,6,7,High
9,18,1,6,High
7,21,1,29,High
7,22,1,10,High
19,27,3,7,High
12,28,1,7,High
3,22,1,1,High
4,23,2,3,High
3,23,10,6,High
9,16,4,1,High
7,22,2,9,High
1,19,1,16,High
6,12,6,11,High
6,9,10,11,High
1,16,3,151,High
7,19,8,5,High
1,16,1,18,High
18,7,10,9,High
3,21,12,3,High
9,13,9,29,High
5,19,5,23,High
1,15,2,21,High
1,15,9,5,High
2,21,1,12,High
12,25,1,151,High
1,15,3,8,High
10,13,6,58,High
1,15,2,8,High
10,13,6,4,High
13,25,3,28,High
8,10,1,17,High
1,22,2,5,High
23,11,7,9,High
6,10,5,2,High
1,19,1,23,High
8,19,5,10,High
3,19,7,6,High
1,22,2,8,High
6,12,3,106,High
9,17,5,4,High
7,21,10,3,High
6,12,2,8,High
6,11,1,10,High
6,12,2,5,High
3,27,5,2,High
18,7,1,3,High
5,24,1,1,High
7,21,5,2,High
5,26,5,35,High
2,21,6,6,High
5,27,9,98,High
1,14,8,6,High
2,19,3,14,High
2,20,8,5,High
3,22,10,51,High
1,18,1,2,High
7,19,1,15,High
18,8,6,9,High
1,17,6,6,High
4,21,3,4,High
4,21,9,1,High
3,24,1,1,High
6,8,7,151,High
13,27,1,15,High
4,21,3,32,High
7,21,1,6,High
5,20,1,2,High
1,14,6,8,High
4,23,3,6,High
7,21,7,6,High
5,23,9,6,High
6,9,11,37,High
2,21,1,29,High
21,1,12,3,High
15,11,4,7,High
15,11,1,95,High
3,20,2,1,High
1,14,1,12,High
13,26,1,15,High
1,19,4,8,High
6,9,9,8,High
4,21,7,60,High
4,20,2,151,High
5,22,3,50,High
6,11,9,90,High
3,24,1,2,High
8,26,5,2,High
4,23,3,6,High
3,22,3,1,High
1,21,3,2,High
19,25,1,7,High
4,22,1,31,High
5,18,5,1,High
1,13,9,136,High
1,18,3,8,High
11,14,10,18,High
4,18,4,2,High
1,22,1,10,High
7,22,3,3,High
6,8,3,44,High
6,10,2,151,High
1,20,2,10,High
10,13,3,5,High
4,20,7,15,High
5,22,1,19,High
4,20,9,1,High
3,20,10,18,High
5,23,3,4,High
8,23,5,10,High
7,22,3,9,High
1,21,4,2,High
16,7,12,7,High
1,17,8,18,High
16,6,2,5,High
1,13,8,4,High
17,27,5,10,High
5,23,5,20,High
6,12,10,1,High
1,17,1,1,High
8,24,1,1,High
3,24,1,11,High
2,21,1,4,High
2,21,3,151,High
1,14,1,2,High
6,15,3,8,High
6,13,2,8,High
20,1,6,12,High
3,20,3,16,High
12,26,9,7,High
5,19,1,4,High
20,1,1,151,High
4,22,1,9,High
13,26,3,9,High
5,19,11,24,High
11,15,8,6,High
3,19,1,2,High
3,20,2,9,High
19,25,4,14,High
3,20,8,6,High
22,9,4,103,High
1,21,2,10,High
1,14,3,18,High
4,24,1,2,High
4,21,3,3,High
3,26,1,14,High
20,1,1,9,High
1,17,4,18,High
11,15,2,1,High
2,17,11,7,High
2,21,1,5,High
1,20,1,13,High
7,17,10,6,High
1,20,1,16,High
10,17,1,6,High
6,9,11,8,High
11,17,11,7,High
6,11,2,122,High
11,16,1,6,High
17,26,3,4,High
16,6,10,108,High
17,26,2,1,High
4,19,1,4,High
4,21,1,14,High
3,21,2,67,High
17,28,2,1,High
18,7,10,9,High
6,11,2,122,High
3,22,1,9,High
1,20,8,23,High
7,23,3,3,High
15,11,7,7,High
15,9,7,87,High
15,11,2,21,High
15,9,10,18,High
1,13,7,21,High
1,16,3,12,High
6,11,8,40,High
5,22,2,1,High
2,21,6,41,High
1,19,7,2,High
1,17,2,8,High
5,21,1,29,High
1,19,2,19,High
8,22,1,10,High
10,13,1,6,High
4,21,1,6,High
9,17,7,6,High
11,18,1,18,High
2,21,1,9,High
11,16,9,1,High
6,11,7,1,High
10,18,4,7,High
10,16,1,6,High
2,19,12,17,High
5,22,2,2,High
5,21,10,6,High
19,26,2,7,High
5,19,1,17,High
6,11,3,23,High
16,7,4,92,High
19,25,8,9,High
3,20,1,9,High
11,14,5,2,High
9,13,2,1,High
6,12,6,8,High
3,24,9,3,High
1,15,8,8,High
6,8,11,37,High
3,22,2,1,High
8,22,4,1,High
1,16,11,3,High
11,16,5,2,High
2,22,1,15,High
2,19,4,22,High
5,27,6,14,High
5,18,1,17,High
16,7,4,3,High
5,22,4,9,High
1,17,7,151,High
1,16,10,5,High
3,25,3,4,High
1,19,1,10,High
9,17,1,2,High
3,25,7,24,High
12,24,1,15,High
1,19,7,6,High
3,27,1,2,High
15,10,2,1,High
4,21,2,10,High
3,23,4,14,High
3,20,1,9,High
4,19,2,19,High
2,20,7,2,High
7,23,4,69,High
6,12,7,106,High
6,9,10,37,High
20,1,7,137,High
1,14,5,3,High
10,15,1,6,High
4,20,10,94,High
1,20,2,1,High
7,23,1,29,High
9,14,5,9,High
4,20,4,31,High
10,14,4,7,High
7,21,1,6,High
12,23,2,1,High
2,20,2,4,High
5,24,5,10,High
7,20,2,1,High
20,1,1,2,High
2,20,3,2,High
7,18,8,8,High
6,10,2,10,High
2,20,3,6,High
11,16,3,7,High
14,25,3,4,High
3,25,6,5,High
6,13,4,109,High
12,24,4,3,High
5,23,5,6,High
13,24,7,8,High
2,21,7,1,High
4,23,6,7,High
2,17,8,7,High
5,22,2,1,High
12,23,11,4,High
4,23,3,3,High
8,17,11,20,High
9,15,2,1,High
3,27,2,8,High
10,16,2,1,High
15,11,2,21,High
15,12,10,7,High
15,10,7,21,High
15,11,1,56,High
11,17,6,7,High
8,21,9,4,High
1,15,3,8,High
4,20,3,2,High
1,12,10,4,High
1,14,1,17,High
4,22,3,15,High
19,24,1,2,High
19,24,3,4,High
16,3,10,126,High
1,17,2,2,High
3,18,4,2,High
2,21,6,6,High
3,20,7,11,High
4,20,9,4,High
1,15,3,4,High
3,25,2,1,High
16,4,10,108,High
5,25,9,41,High
22,13,4,33,High
4,19,6,4,High
12,23,2,1,High
10,17,9,1,High
1,18,8,23,High
3,26,2,151,High
16,6,2,3,High
1,14,7,11,High
9,17,5,4,High
2,21,3,75,High
4,21,2,19,High
1,19,2,1,High
1,20,3,5,High
20,1,1,151,High
6,11,9,5,High
12,23,1,13,High
5,18,1,17,High
2,21,1,2,High
4,21,3,59,High
10,15,2,1,High
2,19,3,4,High
14,27,1,26,High
1,15,1,6,High
12,25,1,3,High
2,20,4,9,High
6,8,2,151,High
3,21,2,9,High
16,3,2,7,High
1,15,4,116,High
22,10,8,7,High
6,9,7,46,High
13,25,4,28,High
6,10,7,126,High
2,21,9,4,High
9,16,2,9,High
1,19,1,15,High
4,20,2,67,High
4,21,4,31,High
1,19,11,3,High
19,24,1,15,High
3,20,3,16,High
4,21,3,151,High
13,27,4,3,High
3,22,2,66,High
10,17,8,151,High
7,21,10,3,High
1,13,2,8,High
11,14,5,21,High
5,27,5,2,High
2,19,9,12,High
1,14,11,3,High
10,14,1,4,High
1,20,2,9,High
1,14,1,9,High
3,19,2,1,High
18,7,4,36,High
12,23,8,4,High
3,19,2,1,High
11,17,10,1,High
3,26,2,1,High
6,6,2,8,High
17,28,7,20,High
4,21,1,24,High
6,10,1,17,High
6,12,11,3,High
1,17,3,6,High
1,16,7,44,High
12,25,6,11,High
11,15,2,1,High
1,22,2,1,High
14,27,4,3,High
10,16,1,16,High
12,24,1,5,High
1,15,11,12,High
2,18,3,7,High
3,18,2,10,High
6,8,1,3,High
1,14,4,65,High
1,12,5,5,High
22,3,4,43,High
4,21,2,9,High
1,20,8,10,High
1,20,1,9,High
1,20,5,1,High
4,23,2,2,High
3,22,10,1,High
7,22,1,9,High
4,21,7,24,High
18,8,9,5,High
6,11,1,8,High
2,21,3,2,High
9,14,1,64,High
1,19,7,6,High
6,10,7,46,High
16,7,11,33,High
7,19,2,1,High
11,15,6,7,High
7,23,3,3,High
12,24,4,36,High
6,12,7,8,High
6,11,2,151,High
19,24,1,15,High
3,28,2,1,High
8,23,1,6,High
14,26,3,4,High
1,20,1,2,High
4,22,9,2,High
2,20,9,4,High
4,22,3,50,High
20,1,1,12,High
2,22,7,2,High
13,25,1,13,High
1,16,3,8,High
9,17,9,5,High
3,26,10,3,High
1,22,10,6,High
8,22,7,1,High
2,18,8,23,High
12,23,2,5,High
12,23,4,116,High
2,21,4,3,High
4,21,10,6,High
3,23,5,9,High
11,16,1,1,High
5,17,5,2,High
2,20,6,4,High
20,1,5,12,High
2,20,9,4,High
1,18,10,12,High
2,21,9,6,High
19,24,2,4,High
3,26,5,9,High
2,20,10,57,High
3,21,1,5,High
2,19,8,23,High
6,9,10,43,High
2,22,1,146,High
5,21,3,1,High
1,20,2,1,High
11,17,1,2,High
14,28,6,14,High
5,19,4,20,High
9,14,2,20,High
4,19,2,10,High
5,18,2,53,High
6,6,5,8,High
1,18,9,4,High
4,21,1,17,High
8,28,5,4,High
7,23,4,9,High
2,20,9,4,High
17,27,1,15,High
11,14,8,6,High
1,15,2,97,High
1,16,2,2,High
7,22,1,4,High
1,18,1,18,High
1,14,2,56,High
7,22,2,1,High
16,6,2,126,High
18,7,5,9,High
4,23,2,1,High
8,23,5,35,High
1,19,1,2,High
6,10,6,8,High
5,23,4,14,High
7,19,7,6,High
4,21,2,48,High
15,12,4,92,High
15,11,5,21,High
15,12,1,6,High
20,1,1,151,High
11,16,4,7,High
7,24,1,1,High
3,21,11,1,High
7,19,1,1,High
8,20,11,9,High
11,14,1,7,High
2,19,12,3,High
10,15,2,151,High
3,21,8,11,High
5,21,5,15,High
10,15,6,14,High
14,27,1,35,High
7,18,4,2,High
