Platform,Year,Genre,Publisher,Global Sales
7,17,12,39,0.56
1,15,2,9,0.56
16,6,10,108,0.56
2,18,9,4,0.56
9,17,2,10,0.56
2,20,3,7,0.56
17,26,2,10,0.56
2,20,9,4,0.56
13,25,4,8,0.56
2,21,1,16,0.56
4,22,2,1,0.56
1,13,5,24,0.56
2,18,4,31,0.56
4,22,7,2,0.56
4,18,2,2,0.56
1,13,7,6,0.56
2,19,9,6,0.56
9,18,2,1,0.56
3,23,1,8,0.56
5,23,7,6,0.56
6,10,4,45,0.55
3,27,10,3,0.55
6,11,2,18,0.55
2,22,9,2,0.55
5,26,4,1,0.55
1,13,1,17,0.55
1,17,1,5,0.55
3,25,8,114,0.55
9,18,1,1,0.55
18,6,7,9,0.55
4,22,1,1,0.55
3,24,2,1,0.55
9,14,10,6,0.55
6,8,4,33,0.55
2,17,10,7,0.55
3,21,10,6,0.55
20,1,2,2,0.55
6,13,5,22,0.55
2,21,3,48,0.55
6,11,1,17,0.55
18,8,6,9,0.55
12,28,1,69,0.55
1,13,1,8,0.55
1,13,6,4,0.55
13,24,5,8,0.55
4,22,10,11,0.55
5,19,1,4,0.55
3,19,5,23,0.55
7,20,8,8,0.55
8,26,1,4,0.55
1,16,2,109,0.55
3,19,2,10,0.55
2,20,2,2,0.55
2,20,12,26,0.55
9,14,2,2,0.55
10,14,8,11,0.55
6,12,10,56,0.55
14,26,1,2,0.55
6,8,5,29,0.55
6,11,11,3,0.55
18,9,11,33,0.55
9,16,8,2,0.55
1,14,2,9,0.55
3,22,5,3,0.55
10,13,1,6,0.55
18,10,11,33,0.55
5,22,1,3,0.55
12,24,4,151,0.55
4,20,2,4,0.55
10,15,8,6,0.55
3,22,1,13,0.55
6,7,10,8,0.55
9,14,5,21,0.55
1,17,7,8,0.55
5,22,5,6,0.55
4,20,3,6,0.55
1,15,3,24,0.55
6,8,3,151,0.55
9,16,5,10,0.55
7,18,10,12,0.55
3,26,1,15,0.54
1,20,1,9,0.54
1,20,3,8,0.54
5,19,2,1,0.54
3,21,2,1,0.54
9,16,8,6,0.54
9,18,2,1,0.54
1,12,2,43,0.54
22,11,4,103,0.54
4,18,7,7,0.54
5,21,4,26,0.54
4,20,7,125,0.54
9,15,9,5,0.54
7,22,7,8,0.54
1,17,7,23,0.54
3,24,7,9,0.54
3,23,3,4,0.54
1,15,11,14,0.54
10,15,8,6,0.54
3,27,1,15,0.54
2,20,4,7,0.54
2,22,4,69,0.54
17,27,6,151,0.54
14,27,1,11,0.54
4,19,1,10,0.54
1,16,7,3,0.54
2,22,12,22,0.54
20,1,1,151,0.54
15,11,1,18,0.54
15,10,2,1,0.54
3,23,10,3,0.54
5,23,10,3,0.54
3,25,4,3,0.54
6,10,3,8,0.54
11,17,1,7,0.54
1,14,4,65,0.54
2,20,3,4,0.54
6,11,3,151,0.54
5,25,2,1,0.54
7,22,4,9,0.54
5,26,1,15,0.54
4,24,2,1,0.54
2,20,4,31,0.54
3,21,5,15,0.54
3,23,7,16,0.54
10,16,3,6,0.54
2,22,1,2,0.54
11,13,2,1,0.54
2,21,10,6,0.54
9,16,5,2,0.54
2,20,12,44,0.54
2,18,5,7,0.54
1,16,2,5,0.54
1,15,2,9,0.54
12,23,4,7,0.54
1,18,8,2,0.54
6,13,2,2,0.54
14,28,1,15,0.54
5,24,1,16,0.54
20,1,8,151,0.54
2,20,4,5,0.54
1,15,8,23,0.54
1,15,10,8,0.54
4,20,4,3,0.54
1,17,1,23,0.54
8,27,5,1,0.54
18,10,6,9,0.53
2,21,12,117,0.53
1,13,5,3,0.53
6,8,6,86,0.53
1,17,2,1,0.53
4,20,1,6,0.53
1,16,3,8,0.53
3,25,4,28,0.53
7,22,4,14,0.53
1,15,1,17,0.53
1,16,2,1,0.53
6,12,7,1,0.53
1,16,5,102,0.53
9,16,3,9,0.53
2,18,4,9,0.53
2,21,9,1,0.53
1,15,2,18,0.53
6,11,8,17,0.53
1,20,7,1,0.53
9,16,2,18,0.53
6,8,3,8,0.53
19,27,1,15,0.53
5,23,3,15,0.53
16,5,2,32,0.53
16,6,11,13,0.53
16,5,2,13,0.53
9,17,1,4,0.53
3,22,3,8,0.53
19,27,8,7,0.53
9,17,7,1,0.53
7,23,2,1,0.53
9,17,5,1,0.53
8,23,1,15,0.53
1,16,8,1,0.53
9,14,1,81,0.53
1,17,2,8,0.53
19,24,7,9,0.53
15,12,1,2,0.53
4,20,9,19,0.53
7,19,5,4,0.53
11,16,4,2,0.53
4,22,6,16,0.53
2,22,9,1,0.53
6,9,11,43,0.53
3,23,5,1,0.53
5,21,5,15,0.53
5,22,2,1,0.53
3,19,7,6,0.53
2,19,3,63,0.53
7,21,7,24,0.53
1,13,1,10,0.53
11,14,1,1,0.53
1,17,7,6,0.53
1,17,1,10,0.53
13,25,1,15,0.53
16,6,2,3,0.53
4,20,1,10,0.53
3,25,5,2,0.53
2,21,12,7,0.53
17,26,3,4,0.53
7,19,1,5,0.53
15,11,7,1,0.53
15,8,2,7,0.53
6,12,3,151,0.53
1,15,5,2,0.53
10,17,2,7,0.52
23,11,9,9,0.52
2,20,1,15,0.52
6,11,6,5,0.52
4,18,7,4,0.52
1,18,4,3,0.52
2,20,4,16,0.52
2,21,3,4,0.52
4,21,10,7,0.52
7,18,10,1,0.52
1,19,1,9,0.52
6,13,4,151,0.52
5,19,2,1,0.52
6,13,5,8,0.52
2,21,5,29,0.52
1,14,1,5,0.52
1,17,12,1,0.52
9,14,2,1,0.52
3,20,1,151,0.52
3,20,2,1,0.52
3,23,4,151,0.52
6,12,10,18,0.52
21,5,8,11,0.52
6,11,1,40,0.52
12,26,4,14,0.52
6,10,10,11,0.52
4,20,1,10,0.52
5,21,9,19,0.52
13,24,1,8,0.52
3,19,1,6,0.52
4,22,3,16,0.52
3,20,1,2,0.52
1,12,2,1,0.52
1,15,2,9,0.52
1,18,1,17,0.52
4,19,1,6,0.52
1,15,5,1,0.52
9,17,5,2,0.52
10,17,6,16,0.52
3,19,1,8,0.52
3,18,2,1,0.52
1,17,1,6,0.52
6,11,11,43,0.52
2,18,3,7,0.52
1,17,2,1,0.52
10,14,2,2,0.52
10,16,1,1,0.52
2,19,3,4,0.52
6,11,5,8,0.52
8,18,9,1,0.52
2,20,1,9,0.52
9,14,2,9,0.52
6,13,2,1,0.52
1,14,3,8,0.52
4,19,3,4,0.51
1,14,1,17,0.51
8,21,4,1,0.51
5,25,10,3,0.51
1,13,3,8,0.51
17,26,1,15,0.51
7,22,4,14,0.51
3,22,1,4,0.51
6,8,2,5,0.51
2,21,12,4,0.51
1,14,7,76,0.51
8,27,11,2,0.51
5,24,2,1,0.51
7,21,10,3,0.51
5,21,1,1,0.51
14,26,4,14,0.51
4,21,2,5,0.51
5,23,5,2,0.51
2,20,3,7,0.51
11,15,2,1,0.51
1,15,2,5,0.51
1,12,4,6,0.51
6,9,2,64,0.51
7,18,2,1,0.51
4,20,2,9,0.51
4,19,11,7,0.51
7,16,1,13,0.51
10,17,3,6,0.51
5,21,10,3,0.51
15,11,3,6,0.51
21,1,8,7,0.51
15,11,2,5,0.51
5,22,2,10,0.51
2,21,1,2,0.51
3,22,5,2,0.51
4,18,8,6,0.51
3,20,1,4,0.51
9,15,2,1,0.51
6,8,11,33,0.51
10,14,8,6,0.51
5,18,10,6,0.51
1,18,9,3,0.51
3,22,11,4,0.51
3,20,4,14,0.51
7,19,7,12,0.51
19,27,1,15,0.51
2,19,12,7,0.51
7,19,4,14,0.51
1,18,2,1,0.51
7,21,1,1,0.51
17,28,1,20,0.51
4,22,1,10,0.51
9,16,3,34,0.51
1,19,2,10,0.51
23,12,4,43,0.51
5,18,7,1,0.51
14,27,1,1,0.51
8,20,9,117,0.51
10,16,10,12,0.51
8,24,1,35,0.51
2,19,9,6,0.51
9,16,2,18,0.51
1,16,1,5,0.51
20,1,5,2,0.51
1,17,3,11,0.51
17,27,3,2,0.51
3,26,5,35,0.51
1,14,3,40,0.51
2,21,6,105,0.51
6,9,2,8,0.51
10,16,1,6,0.5
5,24,7,24,0.5
5,20,2,1,0.5
1,18,7,9,0.5
1,15,8,15,0.5
20,1,1,12,0.5
5,23,6,1,0.5
5,23,1,5,0.5
3,18,2,1,0.5
9,15,7,10,0.5
3,21,4,28,0.5
3,23,4,11,0.5
2,17,10,12,0.5
11,18,6,6,0.5
6,13,3,6,0.5
1,13,1,81,0.5
1,18,1,17,0.5
1,20,3,16,0.5
20,1,5,2,0.5
1,14,3,2,0.5
1,20,8,23,0.5
5,27,2,10,0.5
5,26,1,15,0.5
4,22,9,19,0.5
4,19,3,1,0.5
12,24,3,14,0.5
3,23,10,28,0.5
4,18,2,1,0.5
15,12,1,6,0.5
5,19,9,5,0.5
1,14,9,2,0.5
10,13,4,7,0.5
4,23,3,7,0.5
1,16,11,33,0.5
2,22,6,16,0.5
5,19,2,1,0.5
2,16,1,2,0.5
6,7,2,79,0.5
9,16,10,13,0.5
6,9,4,86,0.5
13,25,2,1,0.5
1,14,5,29,0.5
3,21,1,1,0.5
1,16,1,6,0.5
5,25,1,5,0.5
1,22,2,1,0.5
5,24,2,10,0.5
17,26,5,9,0.5
2,20,3,4,0.5
1,16,4,11,0.5
5,23,7,16,0.5
4,21,7,2,0.5
11,16,2,2,0.5
1,15,7,6,0.5
16,8,2,3,0.5
3,20,1,3,0.5
1,17,1,2,0.5
10,13,8,4,0.5
1,20,11,3,0.5
6,8,4,8,0.5
1,19,1,17,0.5
1,17,1,2,0.5
3,24,1,16,0.5
1,14,5,40,0.5
5,26,1,35,0.5
20,1,2,12,0.5
1,19,8,6,0.5
20,1,1,12,0.5
20,1,1,151,0.5
12,23,7,3,0.5
4,19,7,6,0.49
5,23,1,3,0.49
12,23,1,11,0.49
12,23,1,9,0.49
5,18,2,2,0.49
10,16,2,2,0.49
3,23,7,8,0.49
20,1,2,2,0.49
3,27,1,14,0.49
13,26,1,15,0.49
1,17,1,12,0.49
5,22,5,14,0.49
5,24,1,15,0.49
11,14,10,6,0.49
12,25,8,9,0.49
10,15,1,6,0.49
9,16,5,1,0.49
4,20,6,146,0.49
2,18,8,6,0.49
11,15,9,1,0.49
1,17,4,14,0.49
2,20,2,1,0.49
1,18,5,3,0.49
16,5,12,7,0.49
9,18,1,23,0.49
4,21,5,2,0.49
12,26,3,7,0.49
15,9,2,1,0.49
5,20,10,12,0.49
2,22,1,2,0.49
8,22,5,1,0.49
5,24,5,35,0.49
18,9,2,9,0.49
3,25,1,19,0.49
1,16,2,12,0.49
1,21,7,8,0.49
1,15,2,81,0.49
12,24,1,16,0.49
2,25,1,15,0.49
1,15,3,3,0.49
5,20,6,12,0.49
6,13,10,12,0.49
1,21,5,2,0.49
7,20,2,9,0.49
8,20,5,96,0.49
11,13,7,21,0.49
1,15,7,18,0.49
3,26,7,24,0.49
9,14,1,3,0.49
4,21,2,135,0.49
6,11,1,151,0.49
2,20,6,4,0.49
12,23,7,4,0.49
1,13,3,32,0.49
12,23,1,7,0.49
1,17,4,3,0.49
16,7,9,6,0.49
2,19,1,23,0.49
8,20,1,4,0.49
3,27,5,1,0.49
4,19,1,1,0.49
2,20,3,4,0.49
3,21,5,15,0.49
13,24,7,9,0.48
5,19,3,20,0.48
4,21,5,1,0.48
2,19,12,4,0.48
1,19,1,2,0.48
13,24,1,5,0.48
2,18,4,7,0.48
10,17,1,2,0.48
4,21,2,3,0.48
4,19,9,1,0.48
12,26,2,7,0.48
10,16,7,27,0.48
6,11,4,5,0.48
9,16,2,1,0.48
4,21,1,5,0.48
20,1,5,12,0.48
16,3,6,5,0.48
5,20,3,20,0.48
5,20,5,22,0.48
5,22,5,2,0.48
1,15,3,12,0.48
1,18,1,6,0.48
6,11,10,21,0.48
4,20,3,125,0.48
5,18,2,1,0.48
6,10,10,2,0.48
8,26,1,151,0.48
7,21,3,50,0.48
2,22,6,11,0.48
5,20,8,23,0.48
7,22,2,1,0.48
1,15,9,29,0.48
2,20,1,10,0.48
15,10,2,21,0.48
15,11,9,151,0.48
1,20,2,1,0.48
1,19,9,6,0.48
19,24,1,1,0.48
2,17,9,31,0.48
6,11,7,2,0.48
8,26,9,9,0.48
1,12,11,1,0.48
4,22,7,1,0.48
19,27,1,2,0.48
5,20,9,20,0.48
2,23,1,10,0.48
4,22,1,7,0.48
6,11,2,122,0.48
4,19,8,2,0.48
10,13,7,151,0.48
3,19,1,13,0.48
4,20,1,17,0.48
2,21,4,14,0.48
5,26,4,20,0.48
9,17,2,1,0.48
5,18,2,1,0.48
1,21,1,6,0.48
20,1,7,2,0.48
4,20,7,147,0.48
4,20,9,1,0.48
1,14,7,39,0.48
2,21,7,6,0.48
4,20,7,4,0.48
1,12,12,8,0.47
20,1,1,2,0.47
6,8,5,21,0.47
15,10,2,1,0.47
12,27,4,7,0.47
3,20,5,22,0.47
5,20,5,18,0.47
1,14,10,2,0.47
5,24,10,11,0.47
1,18,1,1,0.47
4,21,7,1,0.47
2,18,1,4,0.47
5,22,4,1,0.47
16,7,12,151,0.47
6,12,1,18,0.47
2,17,8,5,0.47
3,26,10,3,0.47
3,25,1,2,0.47
6,7,1,61,0.47
1,13,1,8,0.47
3,24,1,5,0.47
5,26,2,1,0.47
4,22,10,6,0.47
4,23,4,14,0.47
1,12,10,44,0.47
4,20,9,4,0.47
19,26,1,15,0.47
10,14,8,7,0.47
1,18,4,14,0.47
1,14,7,6,0.47
5,19,4,20,0.47
13,24,1,1,0.47
13,23,2,9,0.47
8,21,11,6,0.47
7,19,7,9,0.47
2,22,1,69,0.47
2,19,8,2,0.47
3,27,1,16,0.47
1,17,7,18,0.47
15,10,8,7,0.47
15,9,7,95,0.47
15,10,4,5,0.47
6,11,3,142,0.47
15,9,5,18,0.47
4,21,12,1,0.47
8,22,9,1,0.47
5,17,10,13,0.47
20,1,1,2,0.47
5,23,1,9,0.47
4,21,8,16,0.47
1,18,2,18,0.47
9,18,7,1,0.47
17,27,2,1,0.47
8,23,2,1,0.47
6,11,3,24,0.47
2,19,1,2,0.47
5,25,2,10,0.47
16,7,3,32,0.47
1,17,2,5,0.47
8,23,9,1,0.47
1,21,7,6,0.47
1,15,7,24,0.47
5,26,2,1,0.47
10,18,6,16,0.47
1,17,3,2,0.47
12,24,4,69,0.47
6,8,2,1,0.47
4,22,3,59,0.47
10,17,1,4,0.47
3,23,7,6,0.47
2,20,1,11,0.47
2,19,12,39,0.47
1,16,10,12,0.47
11,17,3,7,0.47
11,16,1,5,0.47
2,19,2,4,0.47
1,14,2,2,0.46
1,19,6,5,0.46
2,20,8,23,0.46
10,13,5,6,0.46
3,19,7,6,0.46
10,16,12,7,0.46
9,17,5,6,0.46
10,14,3,40,0.46
4,23,3,151,0.46
6,11,2,4,0.46
4,19,1,23,0.46
3,23,5,15,0.46
10,17,8,16,0.46
1,14,1,151,0.46
7,19,5,8,0.46
16,4,2,3,0.46
1,13,11,6,0.46
16,5,8,3,0.46
10,14,8,2,0.46
8,26,5,35,0.46
3,23,5,6,0.46
10,16,8,6,0.46
12,24,1,7,0.46
2,20,11,10,0.46
7,18,7,8,0.46
2,20,8,10,0.46
1,19,3,8,0.46
1,17,5,4,0.46
4,22,2,5,0.46
2,23,1,2,0.46
1,17,10,12,0.46
10,13,8,6,0.46
3,20,8,23,0.46
6,11,7,18,0.46
7,18,5,4,0.46
2,20,6,6,0.46
12,28,1,7,0.46
6,8,2,8,0.46
5,25,1,2,0.46
1,17,5,4,0.46
3,23,2,9,0.46
17,26,2,1,0.46
20,1,1,12,0.46
1,14,1,8,0.46
1,15,3,8,0.46
10,13,1,6,0.46
10,15,7,23,0.46
3,21,1,29,0.46
3,27,9,98,0.46
2,18,10,9,0.46
4,23,2,1,0.46
2,21,3,15,0.46
17,27,1,15,0.46
2,23,3,6,0.46
1,21,8,8,0.46
1,14,3,32,0.46
5,20,11,1,0.46
7,18,1,17,0.46
5,27,1,2,0.46
5,19,1,9,0.46
6,12,7,2,0.46
4,22,1,15,0.46
13,27,4,3,0.46
6,11,10,37,0.46
1,17,5,151,0.46
7,19,7,1,0.46
5,18,2,1,0.46
5,21,7,4,0.46
16,6,5,90,0.46
1,14,4,12,0.46
5,25,8,4,0.46
10,15,4,7,0.46
3,22,4,13,0.46
4,21,6,2,0.46
12,27,12,7,0.46
5,22,1,1,0.46
9,15,2,20,0.46
4,22,3,16,0.46
6,7,9,8,0.46
4,19,1,16,0.46
3,23,5,6,0.46
3,23,3,8,0.46
13,27,3,28,0.46
3,21,4,3,0.45
17,26,1,14,0.45
7,21,1,120,0.45
10,17,8,6,0.45
13,25,4,3,0.45
6,11,5,12,0.45
12,26,1,15,0.45
4,19,6,2,0.45
16,8,2,5,0.45
14,26,6,74,0.45
1,17,2,5,0.45
11,15,1,12,0.45
4,20,8,23,0.45
9,16,7,1,0.45
16,7,2,151,0.45
2,19,12,30,0.45
11,14,4,40,0.45
2,24,3,2,0.45
1,14,1,58,0.45
13,24,5,8,0.45
4,24,2,10,0.45
12,23,10,120,0.45
2,20,3,4,0.45
1,18,2,1,0.45
8,26,1,4,0.45
4,20,3,5,0.45
5,23,2,10,0.45
5,20,5,2,0.45
20,1,12,2,0.45
6,10,2,122,0.45
1,17,5,18,0.45
6,10,2,3,0.45
5,19,7,9,0.45
1,16,2,1,0.45
5,20,10,18,0.45
9,15,5,2,0.45
4,19,11,29,0.45
20,1,9,12,0.45
3,22,1,2,0.45
5,23,5,15,0.45
2,19,3,4,0.45
14,28,5,1,0.45
4,21,3,50,0.45
3,27,2,5,0.45
6,10,1,2,0.45
2,21,1,2,0.45
4,21,2,5,0.45
10,16,3,5,0.45
3,21,3,8,0.45
13,25,4,3,0.45
4,21,1,7,0.45
1,13,2,5,0.45
14,27,1,3,0.45
1,15,1,6,0.45
16,5,10,108,0.45
15,10,1,46,0.45
15,12,12,7,0.45
3,20,4,12,0.45
4,21,9,5,0.45
12,26,2,1,0.45
4,19,9,4,0.45
2,19,1,2,0.45
10,13,10,40,0.45
1,18,4,13,0.45
6,7,4,36,0.45
2,21,3,2,0.45
5,24,10,3,0.45
10,16,7,6,0.45
5,20,1,9,0.45
6,7,1,3,0.45
1,21,3,8,0.45
7,22,5,8,0.45
6,11,4,151,0.45
1,20,3,16,0.45
5,21,2,1,0.45
1,16,1,13,0.45
3,19,2,2,0.45
6,6,2,8,0.45
9,17,10,6,0.45
5,22,2,19,0.45
7,19,11,6,0.45
11,16,2,1,0.45
20,1,5,12,0.45
11,16,10,6,0.45
2,17,1,14,0.45
9,15,7,21,0.45
6,12,7,17,0.45
1,14,7,1,0.45
6,8,4,5,0.45
19,27,2,7,0.45
4,20,2,1,0.45
20,1,1,151,0.45
1,16,1,6,0.45
10,16,2,7,0.45
7,20,8,23,0.45
4,21,3,5,0.45
2,21,9,19,0.45
17,25,3,4,0.45
1,16,3,5,0.44
3,25,5,19,0.44
1,18,2,53,0.44
1,17,3,8,0.44
9,17,2,5,0.44
15,11,2,1,0.44
1,16,1,5,0.44
1,17,3,6,0.44
5,27,1,16,0.44
2,21,12,15,0.44
1,14,6,23,0.44
19,27,1,16,0.44
1,16,1,2,0.44
9,17,4,2,0.44
4,21,3,3,0.44
5,24,1,2,0.44
3,25,1,26,0.44
2,16,9,1,0.44
1,15,1,1,0.44
9,18,1,1,0.44
5,25,1,11,0.44
17,28,5,1,0.44
6,8,2,3,0.44
9,14,2,1,0.44
1,17,5,1,0.44
4,21,1,16,0.44
4,21,1,22,0.44
9,17,1,23,0.44
10,15,8,7,0.44
6,9,5,151,0.44
5,23,7,1,0.44
6,11,7,43,0.44
3,24,1,13,0.44
5,23,5,4,0.44
9,18,1,29,0.44
4,20,3,4,0.44
2,19,3,4,0.44
5,19,5,10,0.44
1,17,5,3,0.44
6,12,12,3,0.44
6,8,4,151,0.44
16,8,12,32,0.44
21,3,12,32,0.44
15,9,5,46,0.44
4,21,5,7,0.44
4,21,3,151,0.44
3,22,1,19,0.44
11,17,3,6,0.44
1,19,11,33,0.44
6,13,1,56,0.44
2,19,9,4,0.44
2,19,9,2,0.44
7,21,11,5,0.44
9,16,7,6,0.44
1,14,2,5,0.44
6,12,2,8,0.44
11,16,10,94,0.44
2,22,1,6,0.44
11,15,8,7,0.44
10,15,1,6,0.44
1,15,3,3,0.44
2,22,2,112,0.44
3,24,3,4,0.44
11,14,5,17,0.44
10,15,1,30,0.44
5,24,1,11,0.44
11,14,6,7,0.44
10,16,1,6,0.44
1,17,10,12,0.44
1,21,3,8,0.44
18,8,6,9,0.44
4,19,8,6,0.44
1,17,1,3,0.44
2,22,9,5,0.44
1,14,2,18,0.44
4,23,3,4,0.44
1,19,1,6,0.44
7,19,10,12,0.44
2,18,12,7,0.44
9,14,9,2,0.44
4,21,2,112,0.44
10,16,6,7,0.43
3,22,4,9,0.43
12,23,12,151,0.43
2,21,3,10,0.43
1,15,1,8,0.43
15,13,2,1,0.43
10,16,7,1,0.43
1,20,1,2,0.43
6,13,5,10,0.43
9,13,2,1,0.43
10,17,9,6,0.43
8,25,2,1,0.43
1,17,1,16,0.43
14,26,7,4,0.43
2,22,3,6,0.43
18,8,8,9,0.43
9,15,2,1,0.43
8,28,5,2,0.43
17,27,3,151,0.43
4,22,2,1,0.43
1,15,1,1,0.43
19,28,3,20,0.43
6,13,2,8,0.43
14,26,1,14,0.43
1,12,5,17,0.43
20,1,1,2,0.43
1,16,4,3,0.43
2,21,4,31,0.43
10,14,8,58,0.43
10,15,8,11,0.43
16,6,9,65,0.43
4,22,2,1,0.43
3,22,4,28,0.43
5,24,5,10,0.43
1,21,1,12,0.43
1,15,1,64,0.43
4,22,1,2,0.43
5,19,11,1,0.43
15,10,7,18,0.43
15,9,8,7,0.43
8,24,5,10,0.43
2,20,9,4,0.43
2,18,8,5,0.43
1,16,2,8,0.43
4,25,2,1,0.43
1,15,4,151,0.43
6,8,2,8,0.43
2,21,6,92,0.43
1,13,9,3,0.43
3,24,9,5,0.43
3,19,1,1,0.43
7,18,4,4,0.43
1,20,3,1,0.43
1,18,4,14,0.43
8,18,9,20,0.43
17,26,1,15,0.43
11,14,2,1,0.43
4,21,7,1,0.43
5,20,3,16,0.43
10,14,2,12,0.43
19,24,5,2,0.43
3,22,1,16,0.43
9,15,3,18,0.43
2,21,5,2,0.43
4,19,9,4,0.43
2,23,1,4,0.43
1,21,1,2,0.43
6,9,2,122,0.43
14,26,1,2,0.43
1,17,3,9,0.43
7,19,1,16,0.43
7,18,7,6,0.43
2,18,1,22,0.42
18,9,4,9,0.42
7,23,11,33,0.42
11,14,2,1,0.42
2,21,1,22,0.42
7,21,1,22,0.42
2,20,4,14,0.42
1,19,8,23,0.42
10,13,4,11,0.42
3,21,3,15,0.42
1,18,5,17,0.42
1,17,2,10,0.42
11,15,5,1,0.42
9,15,9,1,0.42
5,21,3,2,0.42
1,15,6,8,0.42
6,11,6,8,0.42
16,3,1,3,0.42
6,10,1,61,0.42
12,25,4,31,0.42
11,17,2,2,0.42
5,23,2,10,0.42
10,16,8,7,0.42
2,20,8,23,0.42
4,19,5,1,0.42
7,19,11,5,0.42
6,9,9,61,0.42
1,15,2,21,0.42
6,15,2,151,0.42
13,24,4,129,0.42
2,22,1,1,0.42
2,18,9,4,0.42
2,21,1,6,0.42
6,13,7,1,0.42
18,9,4,151,0.42
9,16,2,52,0.42
10,17,3,5,0.42
1,15,7,6,0.42
1,19,1,6,0.42
1,14,1,12,0.42
4,19,8,9,0.42
1,16,7,27,0.42
5,22,5,9,0.42
10,16,1,4,0.42
2,21,10,6,0.42
10,16,8,2,0.42
6,10,7,151,0.42
7,17,2,1,0.42
6,11,4,8,0.42
2,19,3,151,0.42
7,20,10,3,0.42
9,14,7,12,0.42
1,16,2,5,0.42
2,22,6,11,0.42
1,15,1,6,0.42
15,10,7,18,0.42
15,12,2,18,0.42
15,13,12,7,0.42
15,11,2,5,0.42
15,12,5,56,0.42
11,16,5,1,0.42
3,22,3,50,0.42
14,27,1,35,0.42
1,20,2,8,0.42
17,26,1,16,0.42
9,16,9,5,0.42
11,16,8,11,0.42
5,18,9,4,0.42
16,7,2,3,0.42
1,20,2,2,0.42
2,22,3,3,0.42
11,17,1,1,0.42
4,21,6,151,0.42
1,19,11,29,0.42
2,21,9,4,0.42
5,17,1,9,0.42
6,13,1,11,0.42
4,20,7,2,0.42
1,14,5,81,0.42
11,17,12,9,0.42
1,17,1,5,0.42
3,22,1,4,0.42
2,20,9,31,0.42
6,10,2,5,0.42
10,13,8,6,0.42
9,18,5,1,0.42
4,19,6,7,0.42
9,18,1,6,0.42
7,21,1,29,0.42
7,22,1,10,0.42
19,27,3,7,0.42
12,28,1,7,0.42
3,22,1,1,0.42
4,23,2,3,0.42
3,23,10,6,0.42
9,16,4,1,0.42
7,22,2,9,0.42
1,19,1,16,0.42
6,12,6,11,0.42
6,9,10,11,0.42
1,16,3,151,0.42
7,19,8,5,0.42
1,16,1,18,0.42
18,7,10,9,0.42
3,21,12,3,0.42
9,13,9,29,0.42
5,19,5,23,0.41
1,15,2,21,0.41
1,15,9,5,0.41
2,21,1,12,0.41
12,25,1,151,0.41
1,15,3,8,0.41
10,13,6,58,0.41
1,15,2,8,0.41
10,13,6,4,0.41
13,25,3,28,0.41
8,10,1,17,0.41
1,22,2,5,0.41
23,11,7,9,0.41
6,10,5,2,0.41
1,19,1,23,0.41
8,19,5,10,0.41
3,19,7,6,0.41
1,22,2,8,0.41
6,12,3,106,0.41
9,17,5,4,0.41
7,21,10,3,0.41
6,12,2,8,0.41
6,11,1,10,0.41
6,12,2,5,0.41
3,27,5,2,0.41
18,7,1,3,0.41
5,24,1,1,0.41
7,21,5,2,0.41
5,26,5,35,0.41
2,21,6,6,0.41
5,27,9,98,0.41
1,14,8,6,0.41
2,19,3,14,0.41
2,20,8,5,0.41
3,22,10,51,0.41
1,18,1,2,0.41
7,19,1,15,0.41
18,8,6,9,0.41
1,17,6,6,0.41
4,21,3,4,0.41
4,21,9,1,0.41
3,24,1,1,0.41
6,8,7,151,0.41
13,27,1,15,0.41
4,21,3,32,0.41
7,21,1,6,0.41
5,20,1,2,0.41
1,14,6,8,0.41
4,23,3,6,0.41
7,21,7,6,0.41
5,23,9,6,0.41
6,9,11,37,0.41
2,21,1,29,0.41
21,1,12,3,0.41
15,11,4,7,0.41
15,11,1,95,0.41
3,20,2,1,0.41
1,14,1,12,0.41
13,26,1,15,0.41
1,19,4,8,0.41
6,9,9,8,0.41
4,21,7,60,0.41
4,20,2,151,0.41
5,22,3,50,0.41
6,11,9,90,0.41
3,24,1,2,0.41
8,26,5,2,0.41
4,23,3,6,0.41
3,22,3,1,0.41
1,21,3,2,0.41
19,25,1,7,0.41
4,22,1,31,0.41
5,18,5,1,0.41
1,13,9,136,0.41
1,18,3,8,0.41
11,14,10,18,0.41
4,18,4,2,0.41
1,22,1,10,0.41
7,22,3,3,0.41
6,8,3,44,0.41
6,10,2,151,0.41
1,20,2,10,0.41
10,13,3,5,0.41
4,20,7,15,0.41
5,22,1,19,0.41
4,20,9,1,0.41
3,20,10,18,0.41
5,23,3,4,0.41
8,23,5,10,0.41
7,22,3,9,0.41
1,21,4,2,0.41
16,7,12,7,0.41
1,17,8,18,0.41
16,6,2,5,0.41
1,13,8,4,0.41
17,27,5,10,0.41
5,23,5,20,0.41
6,12,10,1,0.41
1,17,1,1,0.41
8,24,1,1,0.41
3,24,1,11,0.41
2,21,1,4,0.41
2,21,3,151,0.41
1,14,1,2,0.41
6,15,3,8,0.4
6,13,2,8,0.4
20,1,6,12,0.4
3,20,3,16,0.4
12,26,9,7,0.4
5,19,1,4,0.4
20,1,1,151,0.4
4,22,1,9,0.4
13,26,3,9,0.4
5,19,11,24,0.4
11,15,8,6,0.4
3,19,1,2,0.4
3,20,2,9,0.4
